source,target,weight
323,1146,3.5665
323,419,3.5517
323,401,3.5498
323,858,3.5432
323,1326,3.3913
323,670,3.2428
375,588,7.061
375,642,6.4147
375,420,5.9905
375,1173,5.2937
375,524,4.9053
375,661,4.8452
375,463,4.8315
375,470,4.4402
375,1150,4.333
375,736,4.3278
375,502,4.2823
375,832,4.1138
375,808,4.0785
375,1056,3.9241
375,491,3.9106
375,441,3.6875
375,580,3.5273
375,971,3.478
375,979,3.3046
375,517,2.9868
375,982,2.8692
375,641,2.863
375,718,2.8614
375,931,2.7937
706,812,5.2672
706,1111,4.1835
706,715,4.1704
706,770,4.1001
706,916,3.5879
706,1047,3.0866
706,736,2.8535
64,317,22.1965
64,103,14.267
64,251,14.2556
64,591,12.9206
64,272,12.8221
64,177,12.3043
64,122,10.9599
64,93,10.1805
64,65,10.0666
64,362,9.5596
64,418,8.9043
64,719,8.7254
64,351,8.5392
64,180,7.1213
64,870,7.0134
64,155,6.9244
64,1069,6.7254
64,185,6.7025
64,1035,6.7005
64,452,6.605
64,333,6.3765
64,391,6.3321
64,742,6.1878
64,540,6.0221
64,201,5.9019
64,467,5.8629
64,585,5.8571
64,280,5.7255
64,267,5.6929
64,387,5.6927
64,856,5.6657
64,160,5.5545
64,723,5.4906
64,148,5.4566
64,230,5.3104
64,727,5.2749
64,464,5.1976
64,229,5.1939
64,130,5.1907
64,433,5.1618
64,512,5.0
64,258,4.9866
64,302,4.9659
64,174,4.8968
64,90,4.8662
64,331,4.8553
232,268,11.4083
232,808,10.7971
232,819,10.0295
232,845,8.6562
232,243,7.8087
232,490,7.6111
232,755,7.4394
232,281,7.2782
232,322,6.757
232,821,6.1447
232,789,5.7372
232,360,5.5984
232,767,5.5606
232,514,5.5035
232,1313,5.3766
232,396,4.91
232,1000,4.7324
232,253,4.7307
232,646,4.6813
232,308,4.5374
232,410,4.3996
232,1108,4.3488
232,616,4.3142
232,750,4.2572
232,286,4.2526
232,271,4.1842
232,361,4.142
232,1134,4.113
232,1248,3.9832
232,273,3.9743
232,454,3.8173
232,790,3.8004
195,487,21.1574
195,249,11.1901
195,339,9.8598
195,770,9.0327
195,759,8.2506
195,229,6.8255
195,1073,5.2939
195,609,5.0186
195,274,5.0004
195,969,4.8852
195,397,4.5289
195,357,4.0537
195,315,3.8558
195,464,3.8185
195,855,3.746
195,330,3.728
195,474,3.7002
195,1127,3.4815
195,369,3.4792
195,246,3.4212
195,811,3.3522
195,928,3.1692
195,1286,3.154
195,317,3.1267
195,786,3.0905
195,1327,3.0245
195,197,2.9733
195,1233,2.9467
195,1077,2.8652
195,490,2.8247
195,402,2.7899
195,351,2.7603
195,362,2.7391
195,1012,2.7124
195,547,2.6411
195,1135,2.6015
532,643,12.1068
532,672,7.8632
532,1131,7.0187
532,580,3.8744
532,787,3.8505
532,572,3.518
532,1273,3.4443
532,680,3.1948
532,1062,3.1874
532,1114,2.9046
532,656,2.8667
532,1030,2.7048
532,671,2.6712
532,754,2.595
532,600,2.4181
992,1140,2.8965
992,1235,2.54
992,1147,2.3085
992,1091,2.2757
992,1075,2.1282
286,992,13.5259
286,364,11.5429
286,1235,10.015
286,410,9.0576
286,478,8.6073
286,1293,8.3643
286,322,7.8074
286,514,7.673
286,750,6.4234
286,1079,6.1137
286,360,6.0246
286,764,5.9864
286,451,5.7908
286,823,5.7341
286,702,5.4848
286,473,5.4161
286,453,5.2037
286,936,4.6956
286,757,4.5618
286,1075,4.4612
286,396,4.2891
286,388,4.2179
286,773,4.1204
846,1213,5.9312
846,964,3.5508
846,956,3.1627
846,1146,2.8749
846,940,2.7103
846,1308,2.6873
846,1067,2.4539
846,1117,2.4206
899,1094,2.3142
899,1002,2.0273
899,1158,1.8035
202,505,23.9463
202,364,13.3044
202,992,10.4058
202,823,10.3929
202,831,10.1103
202,721,9.1963
202,694,8.538
202,478,8.4972
202,830,8.2691
202,286,7.8925
202,453,7.8681
202,980,7.4426
202,570,6.3604
202,1219,5.687
202,240,5.4782
202,597,5.1781
202,974,4.9868
202,775,4.9374
202,545,4.7517
202,705,4.6834
202,607,4.3674
202,440,4.2164
202,945,4.1973
202,402,4.0833
202,352,4.0207
202,764,3.9769
202,652,3.9413
202,319,3.8991
202,468,3.7411
202,345,3.5464
202,740,3.5294
202,437,3.5037
202,287,3.4891
737,783,6.8809
737,885,5.5199
737,1013,5.4992
737,830,3.8061
737,956,3.6174
737,780,3.5697
737,1018,3.5098
737,1213,3.4865
737,1113,3.2166
1013,1337,6.0981
1013,1024,2.6063
381,1131,10.3652
381,1061,7.9342
381,1006,6.9729
381,532,5.2625
381,995,4.4646
381,427,4.1071
381,459,3.864
381,709,3.7758
381,643,3.6782
381,527,3.6276
381,508,3.4667
381,582,3.3777
381,557,3.3088
381,640,3.291
381,442,2.9716
381,385,2.9442
381,929,2.8537
381,404,2.7829
468,508,6.5371
468,539,5.7595
468,790,5.2256
468,506,5.1022
468,478,4.393
468,799,3.9265
468,694,3.8513
468,647,3.4844
468,486,3.35
468,582,3.3087
468,983,3.0609
468,614,3.0065
468,936,2.9676
468,1337,2.9416
468,546,2.8574
468,578,2.7702
468,551,2.6726
468,807,2.4819
468,534,2.4371
468,1007,2.4055
468,909,2.3625
779,856,4.2076
779,1122,4.1063
779,831,3.8062
779,825,3.694
779,896,2.921
779,1234,2.6969
779,950,2.3506
327,840,17.2465
327,553,11.8929
327,402,11.0492
327,782,10.4612
327,741,9.4306
327,394,7.1044
327,1247,6.7198
327,825,6.6264
327,561,6.2497
327,595,6.1648
327,1190,5.758
327,365,5.6879
327,612,5.5413
327,886,5.0316
327,539,4.8895
327,1351,4.6797
327,807,4.5607
327,582,4.5453
327,1139,4.5151
327,534,4.2645
327,912,4.1897
327,744,4.0556
327,959,4.0481
327,567,3.8816
327,410,3.8386
327,405,3.7936
327,899,3.6627
327,1288,3.5818
327,1154,3.5796
327,892,3.4329
327,719,3.367
327,502,3.3472
327,1115,3.3088
327,409,3.2211
646,845,8.7578
646,711,6.9014
646,1000,6.2218
646,821,5.3964
646,808,4.4369
646,1143,3.768
646,750,3.5191
646,810,3.4743
646,789,3.4407
646,767,2.9805
646,951,2.9119
185,307,21.6766
185,319,16.9337
185,618,13.3121
185,723,9.411
185,337,7.9534
185,963,7.5098
185,757,7.4872
185,497,6.9376
185,370,6.92
185,361,6.5403
185,878,6.2803
185,742,6.2631
185,366,6.2494
185,1195,6.2267
185,251,6.1785
185,695,6.0522
185,483,5.9717
185,715,5.9585
185,976,5.4746
185,699,5.1427
185,724,5.112
185,662,4.8431
185,502,4.6986
185,230,4.6759
185,750,4.3976
185,716,4.222
185,499,4.1435
185,770,3.971
185,475,3.9592
185,879,3.9114
185,414,3.8675
185,1155,3.8542
185,545,3.8431
185,573,3.6948
185,924,3.6504
185,524,3.5492
185,1242,3.4534
950,1158,3.5191
570,835,5.4365
570,831,5.1119
570,694,4.1708
570,1219,4.0726
570,779,3.6667
570,1024,3.2049
570,638,3.0593
570,645,2.9214
570,945,2.7245
570,912,2.6159
570,721,2.3649
570,1145,2.3591
570,1025,2.1799
570,968,2.0378
446,447,11.6042
446,510,8.0522
446,478,5.7927
446,1148,4.8947
446,1075,4.7899
446,1106,4.7497
446,737,4.4179
446,1337,4.3758
446,539,4.3109
446,780,4.2917
446,803,4.2873
446,451,4.2496
446,1019,4.209
446,978,4.0057
446,769,3.909
446,582,3.8613
446,1147,3.7796
446,885,3.7587
446,669,3.6787
446,561,3.6243
446,966,3.602
821,1289,6.2778
821,1221,4.3424
821,1143,2.8865
821,1129,2.8483
821,883,2.4925
1105,1146,2.506
1105,1264,1.893
287,1038,7.0659
287,323,4.9792
287,900,4.812
287,401,4.1384
287,829,4.0899
287,349,3.8394
287,338,3.76
287,717,3.6672
287,313,3.634
287,992,3.5398
287,1243,3.1452
287,831,3.1005
287,828,3.0465
287,843,3.0445
287,325,2.9878
287,402,2.8572
287,470,2.7886
287,766,2.6644
287,725,2.6118
287,442,2.6091
287,537,2.5717
287,511,2.5604
287,380,2.5592
287,460,2.4942
287,316,2.4357
287,358,2.4286
287,464,2.4247
287,567,2.3801
287,372,2.2951
287,1018,2.2808
287,810,2.2655
906,1136,2.762
906,992,2.1164
906,1221,1.8069
906,1037,1.7372
906,1307,1.5258
906,947,1.524
906,1042,1.4935
906,1247,1.4737
395,545,13.8178
395,828,13.0501
395,404,12.8277
395,613,12.5127
395,724,9.4483
395,503,8.0093
395,497,7.8642
395,601,7.5044
395,464,7.4953
395,723,6.853
395,553,6.6867
395,484,6.1506
395,699,6.117
395,475,5.4755
395,735,5.2288
395,958,5.1947
395,502,4.3317
395,719,4.2912
395,887,3.9731
395,402,3.7571
395,856,3.5049
395,595,3.4452
395,825,3.2582
395,742,3.1716
395,1140,2.8122
395,1115,2.6925
395,757,2.5864
395,1178,2.5773
395,512,2.4941
395,1039,2.4495
447,1148,7.4333
447,478,7.2836
447,803,6.8736
447,870,6.8057
447,574,6.6001
447,510,6.3258
447,567,5.5745
447,561,5.3281
447,1225,5.1527
447,850,4.9273
447,1024,4.8687
447,701,4.849
447,937,4.7341
447,695,4.6518
447,712,4.0549
447,647,3.996
447,966,3.9042
447,452,3.8945
447,506,3.8491
447,539,3.6264
694,831,9.5717
694,992,9.4431
694,1075,5.5678
694,870,4.3724
694,779,3.9377
694,981,3.3368
694,1208,2.738
694,950,2.7123
694,1270,2.4692
727,1158,3.5323
727,1023,3.3212
727,793,2.5809
727,955,2.4388
727,894,2.3529
727,762,2.3523
727,1258,2.2997
567,694,5.8927
567,1240,4.9827
567,611,4.2208
567,824,4.1501
567,898,3.9182
567,644,3.6967
567,965,3.5279
567,1128,3.4153
567,992,3.1749
567,1090,3.1685
567,1083,2.9175
567,807,2.7597
567,746,2.6543
567,668,2.6222
567,1155,2.6004
453,694,5.1123
453,827,4.5119
453,456,4.2646
453,992,3.2804
453,567,3.1527
453,1266,3.1468
453,764,3.0869
453,523,2.9238
453,779,2.7695
453,539,2.5586
453,721,2.3758
453,1168,2.3757
1050,1174,7.3626
1050,1124,4.1592
1050,1348,3.14
1050,1377,2.1888
1050,1269,2.1649
810,1001,4.2512
810,821,4.2292
810,845,4.1902
810,968,3.4065
810,1272,3.3578
810,879,2.9132
810,1117,2.7831
810,1143,2.6023
810,868,2.5807
357,359,24.5248
357,1006,15.2268
357,1061,12.8863
357,1032,11.9095
357,381,10.0967
357,527,10.024
357,362,9.8211
357,597,9.2042
357,701,9.1657
357,885,8.354
357,972,8.1395
357,1318,7.666
357,645,7.39
357,586,6.8322
357,948,6.6689
357,732,6.5869
357,466,6.2387
357,508,6.1193
357,1008,5.8528
357,500,5.6725
357,750,5.5536
357,1237,5.5317
357,582,5.504
357,646,5.3917
307,319,7.6137
307,502,5.7502
307,662,5.6776
307,533,5.4753
307,618,5.092
307,492,4.7296
307,564,4.0229
307,316,3.8587
307,536,3.6157
307,878,3.5562
307,343,3.5147
307,776,3.4202
307,1241,3.3933
307,605,3.2775
307,497,3.1901
307,464,3.1019
307,1209,3.0405
307,1144,3.0384
307,1074,3.0191
307,819,2.996
307,742,2.98
307,538,2.8224
307,724,2.5757
307,390,2.5079
307,716,2.4912
307,748,2.3868
307,773,2.3788
307,517,2.2894
307,895,2.2358
505,570,6.6267
505,980,6.3729
505,1219,6.125
505,992,5.9811
505,890,5.0011
505,766,4.9504
505,976,4.7523
505,567,3.6777
505,721,3.6516
505,823,3.5575
505,1075,2.8026
505,687,2.5629
505,912,2.3817
505,968,2.3446
505,1079,2.1268
505,541,2.1262
505,1085,2.103
505,1160,2.0733
505,819,2.0411
505,584,2.0366
505,508,1.9761
768,829,3.9978
768,1252,3.5932
768,1377,3.1653
768,974,3.0528
768,1214,2.5496
768,1026,2.4326
768,828,2.2177
768,787,2.1672
768,1346,2.1202
768,1209,2.0543
768,1038,2.0345
768,997,2.0287
768,782,1.8791
768,826,1.8456
1232,1318,1.7549
321,463,9.6417
321,345,8.8547
321,432,8.5004
321,442,8.3549
321,1331,7.1659
321,798,6.824
321,523,5.9441
321,342,5.6098
321,1084,5.6089
321,972,5.4289
321,440,4.9164
321,657,4.8379
321,358,4.2238
321,382,4.0904
321,731,3.9657
321,1199,3.9039
321,610,3.5606
321,831,3.372
321,1179,3.2685
321,687,3.1982
321,1102,3.1431
321,571,3.0711
321,388,2.9699
321,348,2.9385
321,591,2.8701
321,787,2.8675
321,456,2.7596
321,713,2.6509
321,1233,2.5836
341,581,14.0704
341,357,11.0368
341,737,9.7438
341,406,9.5083
341,385,9.4945
341,1147,9.2157
341,802,9.0545
341,412,8.4205
341,469,6.6099
341,1213,6.5749
341,664,6.4374
341,401,5.984
341,359,5.1924
341,1106,5.0185
341,463,4.9963
341,670,4.9624
341,562,4.9435
341,677,4.7343
341,669,4.7111
341,506,4.375
341,1013,4.3656
341,846,4.2693
341,589,4.2371
341,1224,4.1471
878,887,2.4732
878,900,2.4183
878,882,2.2004
878,1259,2.1428
878,1356,1.9303
878,1116,1.8981
878,938,1.7783
878,885,1.7446
547,1216,5.1465
547,597,4.9773
547,552,4.2578
547,756,3.8569
547,627,3.5907
547,637,3.3221
547,1286,3.2435
547,744,3.2229
547,725,3.0758
547,848,3.0219
547,827,2.8216
547,796,2.7266
547,1301,2.6197
547,696,2.546
309,634,22.6173
309,661,18.968
309,524,13.7842
309,435,12.9883
309,420,8.5925
309,600,8.0973
309,673,8.0875
309,834,8.0404
309,771,6.0208
309,590,5.6042
309,378,5.5318
309,542,5.4871
309,375,5.3563
309,491,5.1996
309,1170,5.175
309,722,5.0363
309,982,5.0008
309,1298,4.7228
309,623,4.685
309,320,4.6086
309,911,4.4744
309,993,4.1998
309,374,3.7934
309,331,3.7683
309,454,3.7085
309,671,3.6681
309,818,3.6456
536,807,4.1446
536,858,3.9203
536,985,3.571
536,752,3.4294
536,1177,3.403
536,815,3.3779
536,643,3.2561
536,682,3.2481
536,726,2.6632
536,1140,2.6152
536,581,2.5025
536,1347,2.3482
536,1343,2.3112
536,624,2.271
536,1213,2.2405
391,928,10.3366
391,591,9.8603
391,855,9.0303
391,523,8.4897
391,630,6.2516
391,880,6.2449
391,739,5.6291
391,583,5.6013
391,467,5.5179
391,1080,5.1336
391,657,4.8208
391,1253,4.8035
391,820,4.6559
391,420,4.5561
391,810,4.4861
391,543,4.3663
391,990,4.3262
391,626,4.1968
391,501,4.1504
391,801,3.9895
391,432,3.9028
391,1059,3.8806
391,979,3.7395
529,885,5.8099
529,644,5.801
529,581,4.5794
529,664,4.0494
529,554,3.8853
529,611,3.7987
529,835,3.4641
529,802,3.2387
529,1236,3.219
529,1339,3.1838
529,1154,3.1693
529,567,2.9683
529,999,2.9588
529,898,2.9383
529,1095,2.92
529,737,2.8137
969,1209,2.4498
969,1263,2.2637
969,1052,2.2189
969,1232,1.8572
969,1099,1.7825
969,1017,1.6346
969,986,1.6152
1075,1103,2.5897
799,1075,4.573
799,1028,3.3298
799,1361,3.2638
799,1337,2.5896
799,913,2.4711
799,1258,2.4122
799,903,2.2022
799,939,1.9962
799,841,1.9959
229,466,14.1352
229,815,13.7955
229,305,12.4993
229,407,10.0688
229,241,9.4456
229,856,9.0363
229,753,8.8004
229,1189,8.0785
229,315,8.0029
229,915,7.9099
229,909,7.1903
229,334,7.0893
229,557,7.0343
229,517,6.8713
229,777,6.7786
229,356,6.7784
229,534,6.535
229,1173,6.4887
229,231,6.2979
229,243,6.2578
229,467,6.1713
229,1058,6.1085
229,1150,6.0415
229,901,5.9903
229,955,5.9036
229,262,5.7693
229,247,5.7467
229,1023,5.63
229,512,5.5293
229,716,5.5099
229,464,5.4766
523,657,8.6646
523,1232,7.1412
523,994,5.4335
523,824,5.3037
523,1271,4.7687
523,1090,4.7393
523,830,4.5476
523,992,3.7398
523,567,3.6901
523,1331,3.6846
523,586,3.6312
523,855,3.5979
523,862,3.3486
523,614,3.2566
523,760,3.2277
523,822,3.2063
523,792,3.1178
523,1080,3.111
523,732,3.0092
1122,1234,2.4776
1122,1149,1.6791
1122,1263,1.6614
116,123,21.5746
116,350,15.2154
116,846,11.0952
116,401,10.7291
116,227,10.4688
116,168,10.323
116,133,7.5404
116,176,7.3909
116,150,7.3834
116,189,7.0172
116,255,7.0115
116,188,6.906
116,206,6.7748
116,664,6.5621
116,670,6.3102
116,158,6.2019
116,1083,5.9832
116,323,5.9398
116,1146,5.7944
116,326,5.7412
116,292,5.1912
116,1213,5.0391
116,391,4.9917
116,780,4.9584
116,385,4.952
116,737,4.8993
116,1018,4.7503
116,333,4.6696
116,357,4.2947
116,446,4.2613
116,341,4.2252
116,798,4.02
116,126,3.9332
253,506,15.9107
253,790,15.8199
253,406,8.6511
253,281,7.356
253,357,7.1044
253,582,6.7082
253,359,6.6767
253,446,6.5846
253,750,6.3557
253,478,5.9965
253,819,5.8758
253,807,5.7261
253,468,5.5897
253,284,5.4268
253,656,5.0972
253,351,4.9583
253,400,4.8536
253,546,4.6937
253,489,4.5743
253,903,4.5563
253,912,4.5499
253,744,4.5428
253,367,4.5213
253,433,4.4571
253,927,4.3335
28,272,35.2836
28,103,28.4915
28,65,23.503
28,266,16.9748
28,54,16.8218
28,174,16.5832
28,282,14.2799
28,158,12.2049
28,447,10.4596
28,301,9.7028
28,840,9.6831
28,1305,9.4867
28,267,9.1996
28,424,9.0088
28,64,8.977
28,611,8.5647
28,1254,8.534
28,143,8.2816
28,1309,8.1283
28,452,8.0932
28,353,8.0344
28,120,7.9182
28,1024,7.8717
28,668,7.7181
28,794,7.5958
28,443,7.2125
28,181,7.2037
28,870,6.9181
28,464,6.5847
28,899,6.5692
28,112,6.3615
28,317,6.3441
28,122,6.3422
28,188,6.0735
28,294,6.0698
28,382,5.9363
28,822,5.9147
28,932,5.8445
28,206,5.8125
28,433,5.8106
28,105,5.7639
28,147,5.7468
28,581,5.6289
28,168,5.5966
28,432,5.4821
28,177,5.4224
28,1075,5.4183
28,700,5.3366
945,1027,3.3397
945,1154,2.6654
945,1090,1.9634
945,1101,1.6342
1099,1210,2.1608
1099,1292,1.6521
1099,1353,1.616
1099,1201,1.6031
1099,1225,1.5849
349,647,17.0454
349,669,10.006
349,401,8.1193
349,1109,7.2987
349,611,6.7752
349,738,6.0609
349,845,4.8147
349,668,4.6186
349,700,4.579
349,693,4.248
349,1008,3.7676
349,581,3.7661
349,1066,3.7235
349,406,3.1818
349,737,3.1498
349,670,3.0749
349,826,2.8276
349,921,2.8038
349,598,2.7643
349,740,2.7357
349,1017,2.6545
349,717,2.6447
349,641,2.5838
349,415,2.5796
349,550,2.5368
349,789,2.4517
349,567,2.34
349,446,2.3223
349,950,2.2922
349,1128,2.2861
349,966,2.2758
349,591,2.2679
349,1154,2.2611
1235,1293,2.4251
1235,1237,2.2674
664,956,5.3364
664,1146,4.8576
664,981,4.7311
664,1200,4.4963
664,859,4.3842
664,1251,3.9901
664,858,3.7571
664,999,3.5892
664,780,3.4994
664,682,3.3325
664,828,3.2824
664,1326,3.2413
664,802,3.097
170,175,10.016
170,332,8.4632
170,1026,7.6437
170,221,7.2902
170,444,6.0657
170,998,5.2429
170,556,4.9065
170,342,4.8338
170,305,4.8004
170,190,4.5112
170,1028,4.0709
170,492,4.0089
170,992,4.0072
170,515,3.7748
170,307,3.6826
170,397,3.5458
170,185,3.5408
170,348,3.4678
170,198,3.3248
170,683,3.3241
170,1121,3.1311
170,694,3.1145
170,674,3.0957
170,488,3.0341
170,772,2.9779
170,236,2.9762
170,193,2.9423
170,607,2.9157
170,658,2.907
170,960,2.8856
170,692,2.7523
170,676,2.7508
170,196,2.7362
170,598,2.6265
170,1186,2.6224
275,732,20.5107
275,828,12.9041
275,956,7.248
275,960,7.0502
275,314,6.901
275,405,6.4615
275,613,5.5896
275,869,5.2453
275,338,5.0576
275,973,4.9888
275,604,4.7949
275,496,4.5652
275,357,4.4613
275,1071,4.3958
275,500,4.3034
275,371,4.139
275,404,4.104
275,502,4.0465
275,370,3.908
275,298,3.801
275,663,3.5518
275,350,3.3084
275,413,3.1562
275,655,3.0977
275,485,2.9966
275,584,2.9575
275,577,2.9171
275,401,2.8338
275,950,2.7603
275,497,2.76
405,1329,12.5031
405,782,10.6242
405,485,7.626
405,769,5.6247
405,1240,5.3349
405,828,5.1894
405,793,4.8187
405,475,4.1138
405,466,4.0302
405,578,3.5184
405,1122,3.4444
405,1064,3.4363
405,421,3.434
405,944,3.4269
405,613,3.4107
405,1094,3.2655
405,719,3.2417
405,932,3.19
405,779,3.1418
405,658,3.0635
405,958,3.0589
405,802,3.0498
405,644,2.9961
786,1012,2.7837
786,1062,2.6103
786,794,1.8504
786,1134,1.6071
786,801,1.601
786,1098,1.5118
786,1115,1.492
786,892,1.4656
786,1017,1.429
895,987,2.3117
895,1071,1.7741
895,1133,1.7382
823,992,6.6074
823,974,4.6316
823,1083,2.5643
823,1091,2.504
823,1324,2.1777
823,1068,2.0635
823,1199,2.0109
823,917,1.9846
134,588,9.2353
134,229,8.9177
134,178,8.4784
134,146,7.8234
134,512,7.3357
134,161,7.1003
134,151,7.0759
134,160,6.9735
134,293,6.7933
134,426,6.7478
134,242,6.7409
134,243,6.2281
134,187,6.0228
134,1189,6.0037
134,1059,5.498
134,251,5.3616
134,1030,5.257
134,333,5.0951
134,630,5.0896
134,470,5.0579
134,624,5.0138
134,640,4.9102
134,343,4.8115
134,595,4.7553
134,467,4.6482
134,633,4.5799
134,305,4.5593
134,886,4.5062
134,662,4.4316
134,679,4.4302
134,150,4.4238
134,177,4.3681
134,220,4.2731
134,449,4.2082
134,776,4.1444
1213,1231,2.214
106,202,21.8783
106,395,7.2871
106,709,6.733
106,388,6.2476
106,138,5.575
106,273,5.5236
106,875,4.9687
106,599,4.9197
106,694,4.5055
106,232,4.3873
106,115,4.1843
106,505,4.1542
106,328,4.0832
106,638,4.0657
106,240,4.0471
106,551,4.0309
106,342,3.9328
106,164,3.8721
106,986,3.8636
106,607,3.8633
106,267,3.7405
106,980,3.7117
106,364,3.7028
106,349,3.4601
106,111,3.3937
106,1229,3.2942
106,255,3.2941
106,284,3.2497
106,136,3.1595
106,721,3.1524
106,365,3.1449
106,361,3.0691
106,597,2.9968
106,730,2.9852
106,478,2.966
106,129,2.9467
106,107,2.9341
106,723,2.9089
451,486,11.8023
451,711,9.4307
451,810,7.9107
451,1105,5.9069
451,554,5.0216
451,664,4.9704
451,748,4.7397
451,583,4.4575
451,473,4.3985
451,764,4.0023
451,557,3.7826
451,678,3.6609
451,646,3.5865
451,1257,3.5492
451,934,3.5317
451,821,3.5131
451,1146,3.4645
451,981,3.4155
451,529,3.2231
912,1237,2.8608
912,917,2.2781
912,1270,2.2352
912,1216,2.0963
912,1227,1.9907
831,945,7.2489
831,1219,3.1814
831,1243,3.1672
831,835,2.8749
831,1136,2.5363
831,1189,2.447
831,1154,2.2225
834,1119,2.5013
834,1028,2.1324
834,1150,2.0454
101,820,19.1396
101,291,12.5389
101,335,11.4833
101,975,10.9175
101,1244,10.584
101,858,8.4024
101,843,7.8847
101,156,7.8015
101,533,7.799
101,214,7.0208
101,736,6.92
101,1334,6.8535
101,521,6.5234
101,417,6.3067
101,216,6.267
101,704,6.1328
101,308,5.8799
101,974,5.8773
101,979,5.6475
101,438,5.5586
101,729,5.5228
101,571,5.2324
101,494,5.1518
101,248,5.0019
101,153,4.9761
101,656,4.6997
101,775,4.6671
101,629,4.5819
101,1328,4.4649
101,1335,4.3988
101,409,4.2831
101,245,4.2767
101,726,4.1899
101,760,4.1631
101,437,4.1171
101,361,3.995
101,1009,3.9665
101,257,3.8917
655,657,6.4678
655,1331,5.7147
655,1002,3.8299
655,676,2.7683
655,855,2.3226
655,1193,2.3169
655,909,2.2207
655,1177,2.1903
655,822,2.1718
655,696,2.0534
589,1254,5.2738
589,711,3.426
589,701,2.9571
589,890,2.5935
589,792,2.2405
589,810,2.2345
589,1117,2.2322
589,845,2.2115
589,657,2.1485
589,1289,2.1071
589,1275,2.0856
589,1105,2.0786
246,343,12.9756
246,1041,8.5639
246,255,8.4188
246,464,7.3099
246,252,6.3753
246,1146,6.2291
246,858,6.2057
246,406,5.9983
246,581,5.7241
246,414,5.6166
246,440,5.5439
246,875,5.4521
246,267,5.4145
246,670,5.4125
246,328,4.9937
246,783,4.7268
246,446,4.4886
246,656,4.3074
246,518,4.2159
246,711,4.1236
246,471,4.0585
246,287,3.8661
246,562,3.7178
246,658,3.5509
246,824,3.4971
246,474,3.468
246,738,3.4581
416,1021,6.2524
416,472,5.3383
416,574,5.0344
416,532,4.5736
416,504,4.4681
416,531,4.3024
416,433,3.7645
416,756,3.2701
416,484,3.1937
416,643,2.5515
416,571,2.5239
416,891,2.4995
416,599,2.3353
416,429,2.3223
416,1117,2.2635
416,941,2.2293
416,1332,2.1161
909,1188,7.1251
909,955,5.851
909,1055,4.2597
909,1327,3.2499
909,1333,3.1339
909,1057,3.089
909,1032,2.7214
1091,1121,2.0378
1091,1147,1.5873
711,810,7.6257
711,744,4.658
711,845,4.3263
711,821,3.6895
711,789,3.4331
711,1105,2.6517
711,966,2.6169
460,565,7.4367
460,989,6.8798
460,1136,4.8903
460,518,4.5059
460,646,3.9577
460,529,3.9195
460,546,3.8741
460,999,3.7912
460,651,3.5045
460,495,3.4562
460,893,3.0635
460,572,2.9945
763,1211,2.9766
763,893,2.5672
763,790,2.553
763,827,2.2331
262,356,12.3555
262,365,6.4035
262,334,6.13
262,850,5.8438
262,305,5.5798
262,960,5.4094
262,279,4.9955
262,699,4.4174
262,348,4.2123
262,267,4.1739
262,351,4.0055
262,510,3.8254
262,576,3.8234
262,402,3.8181
262,485,3.734
262,517,3.6714
262,621,3.5073
262,873,3.3879
262,357,3.3853
262,426,3.2978
262,361,3.255
262,631,3.2168
262,695,3.1602
262,449,3.0742
113,133,26.9262
113,124,24.16
113,343,16.6152
113,981,16.6103
113,419,15.0427
113,604,12.9237
113,121,10.3515
113,1337,8.8084
113,698,8.3008
113,537,8.2561
113,664,7.8239
113,123,6.8614
113,182,6.5896
113,562,6.5827
113,666,6.4397
113,436,5.7825
113,548,5.6095
113,451,5.4318
113,350,5.421
113,783,5.2365
113,114,5.2172
113,255,5.2111
113,289,5.1825
113,850,5.0352
113,956,4.9984
113,238,4.832
113,456,4.806
113,673,4.7124
113,1178,4.5278
113,273,4.3818
113,920,4.3738
113,732,4.2874
113,677,4.1204
113,252,4.0391
113,703,4.0233
113,695,4.0031
113,1314,3.9516
113,1308,3.9031
113,446,3.8239
113,780,3.7905
740,947,3.9982
740,882,2.2312
740,764,2.2119
740,802,2.1245
740,930,2.0381
740,964,2.0058
510,1225,7.5358
510,1019,7.4217
510,803,6.8624
510,1106,6.0274
510,780,4.9817
510,554,4.4157
510,978,4.2455
510,1148,4.0
510,546,3.8002
510,902,3.7911
510,712,3.7467
510,850,3.3966
510,737,3.381
510,766,3.3578
510,562,3.2953
835,1247,5.4545
835,1032,4.4008
835,844,2.82
835,1205,2.8186
835,892,2.451
835,885,2.3431
835,909,2.3056
835,993,2.2059
743,957,4.3454
743,1043,2.5641
743,822,2.4132
743,1270,2.401
743,793,2.3703
743,938,2.3512
743,1080,2.2884
743,1153,2.2707
743,1036,2.1811
73,255,21.5528
73,604,20.5149
73,450,17.8031
73,123,17.4516
73,113,12.9292
73,497,11.4455
73,1081,11.2468
73,370,10.7025
73,644,9.9985
73,206,7.9464
73,957,7.7527
73,539,7.5874
73,124,7.3292
73,613,7.2824
73,850,7.0236
73,141,6.9476
73,554,6.8739
73,509,6.8364
73,862,6.3666
73,964,6.3285
73,498,6.2358
73,419,6.0871
73,221,5.6714
73,835,5.5599
73,529,5.5468
73,561,5.5128
73,168,5.4525
73,475,5.356
73,239,5.3503
73,828,5.3383
73,452,5.1293
73,397,4.9532
73,438,4.9203
