source,target,weight
402,782,3.3093
402,892,3.2781
402,478,3.2088
402,464,3.1716
402,567,2.9527
402,779,2.908
402,764,2.8103
402,453,2.655
1021,1171,2.8551
1021,1152,2.3437
1021,1182,2.191
1021,1048,2.1663
541,685,5.2937
541,672,3.8321
541,938,3.7359
541,708,3.7264
541,990,3.7014
541,752,3.6965
541,1026,3.4765
541,1252,3.3381
541,683,3.1709
541,797,3.1311
541,755,3.1023
541,770,3.0532
541,857,3.0491
541,569,2.9766
541,788,2.969
541,623,2.9584
541,902,2.8011
541,677,2.7697
541,605,2.7251
153,645,9.0208
153,494,8.3211
153,315,7.2758
153,858,6.9522
153,157,6.9436
153,210,6.6553
153,736,6.4728
153,246,6.3003
153,302,6.1376
153,260,5.9304
153,656,5.8463
153,226,5.682
153,156,5.5014
153,609,5.421
153,787,5.2935
153,338,5.2909
153,517,5.1741
153,663,5.1391
153,212,5.0492
153,305,5.0384
153,972,4.9853
153,166,4.9808
153,252,4.9354
153,355,4.82
153,490,4.8145
153,161,4.7899
153,608,4.6729
153,214,4.5059
153,259,4.5011
153,571,4.3889
117,342,14.7238
117,265,10.0286
117,520,9.6564
117,210,8.4171
117,172,7.8887
117,499,7.4821
117,344,7.4507
117,824,7.097
117,1026,6.9977
117,676,6.8303
117,605,6.7393
117,514,6.7247
117,196,6.4601
117,193,6.2327
117,767,5.9591
117,121,5.9148
117,623,5.6319
117,176,5.6272
117,171,5.5926
117,136,5.5512
117,310,5.5167
117,147,5.408
117,492,5.4079
117,163,5.3066
117,361,5.259
117,1184,5.1809
117,461,5.1147
117,533,5.0853
117,629,5.0663
117,237,4.9952
117,793,4.8796
117,488,4.8745
117,118,4.8232
117,224,4.8025
117,165,4.7486
117,336,4.7407
117,148,4.7225
117,262,4.7028
117,220,4.6996
1124,1334,2.1715
1124,1293,1.6117
1281,1303,1.4588
1281,1292,1.4577
183,313,19.4307
183,765,10.9699
183,320,10.7107
183,563,10.4388
183,470,7.8352
183,568,6.6079
183,682,6.0441
183,548,5.8972
183,829,5.8053
183,854,5.0625
183,795,4.9299
183,228,4.377
183,828,4.1196
183,611,3.427
183,219,3.4109
183,1175,3.1773
183,956,3.1588
183,309,3.1463
183,686,2.9088
183,459,2.8882
183,210,2.8573
183,335,2.8177
183,907,2.7485
183,333,2.7007
183,1149,2.6119
183,641,2.57
183,1063,2.5377
183,287,2.432
183,598,2.3301
183,607,2.3236
183,643,2.3226
183,729,2.2478
183,881,2.2459
183,325,2.2366
183,389,2.2363
183,1206,2.1441
183,562,2.1273
183,1377,2.1194
183,776,2.1147
183,239,2.0654
679,1189,4.6099
679,1150,3.1874
679,1030,2.9776
679,894,2.7939
178,1002,19.6001
178,660,17.3307
178,467,14.882
178,630,12.9692
178,201,11.637
178,676,9.3638
178,928,9.109
178,225,8.6287
178,333,8.5448
178,196,8.3036
178,464,7.4948
178,338,6.9671
178,351,6.529
178,470,6.4548
178,855,6.3955
178,319,6.0934
178,1016,5.9438
178,1051,5.8289
178,658,5.6366
178,1173,5.2706
178,243,5.2062
178,180,4.9719
178,235,4.9646
178,538,4.746
178,389,4.735
178,612,4.5908
178,1089,4.4765
178,585,4.4711
178,548,4.3399
178,605,4.2268
178,1137,4.1531
178,185,4.1257
178,808,4.0347
178,182,4.0211
178,624,3.9543
984,1012,1.9106
800,1354,3.1077
800,1230,2.9796
800,871,2.7507
800,1059,2.5381
800,860,2.4891
800,911,2.3865
800,1124,2.3258
190,341,14.0481
190,1147,8.7508
190,892,8.5683
190,802,7.5764
190,561,7.0753
190,206,6.6586
190,950,6.1574
190,419,5.9391
190,1352,5.725
190,365,5.6208
190,1071,5.5275
190,827,5.4671
190,325,5.4646
190,241,5.3744
190,595,5.0423
190,562,5.0362
190,956,4.889
190,327,4.4038
190,1190,4.4011
190,227,4.3877
190,293,4.3702
190,238,4.2989
190,1362,4.297
190,873,4.2769
190,782,4.2261
190,297,4.0951
190,402,4.0651
190,323,3.9814
190,239,3.766
190,255,3.7517
190,376,3.6281
190,405,3.4528
190,1080,3.3934
190,267,3.3879
190,548,3.2767
190,282,3.265
190,506,3.245
190,535,3.2343
556,607,4.9285
556,620,4.2243
556,623,4.2162
556,1239,4.197
556,587,3.7668
556,654,3.491
556,982,3.1205
556,851,2.9295
556,699,2.8528
556,938,2.7716
556,776,2.6606
556,1238,2.6558
556,741,2.5864
556,1217,2.4489
556,878,2.3873
556,802,2.3818
1074,1314,2.1241
1074,1356,1.8712
1074,1317,1.6907
1074,1173,1.5425
746,1152,6.139
746,956,5.6318
746,936,4.1566
746,1346,3.8606
746,782,3.1919
746,984,3.067
746,848,2.9857
746,1146,2.946
746,1024,2.8806
746,790,2.8129
746,1128,2.7439
746,811,2.5359
616,624,5.292
616,901,4.4761
616,836,4.1618
616,955,4.1504
616,1258,3.965
616,845,3.8056
616,909,3.7388
616,720,3.3541
616,1082,3.351
616,683,3.2814
616,808,3.2703
616,759,3.0884
616,652,2.9577
616,968,2.9461
616,986,2.9454
616,762,2.7408
616,880,2.5081
956,965,5.0967
201,591,11.9243
201,676,11.1489
201,301,11.0416
201,289,9.5263
201,467,8.2189
201,657,7.5626
201,1002,6.9666
201,528,6.7685
201,542,6.4294
201,671,6.3875
201,432,6.311
201,491,6.2885
201,351,6.1982
201,801,6.0771
201,822,5.9749
201,630,5.5876
201,254,5.349
201,928,5.2992
201,855,5.1121
201,586,4.4042
201,441,4.3718
201,333,4.1659
201,607,4.0835
201,583,4.0174
201,404,3.9843
201,391,3.9327
201,639,3.8363
201,1250,3.7933
201,246,3.6932
201,1164,3.5594
201,306,3.5316
201,655,3.5005
201,1118,3.4498
201,808,3.3089
201,1080,3.2376
201,489,3.2273
464,818,7.3915
464,1189,5.6407
464,512,5.5632
464,719,5.1332
464,467,4.7662
464,915,4.6129
464,1041,4.552
464,630,4.4876
464,831,4.3643
464,932,4.2869
464,855,4.1645
464,856,4.0435
464,686,3.9833
464,535,3.9392
464,835,3.8109
464,595,3.6923
464,585,3.2807
464,1247,3.2513
464,739,3.2413
268,357,13.7366
268,359,8.6098
268,281,7.7859
268,645,7.5959
268,845,6.1485
268,334,5.8104
268,360,5.5693
268,808,5.5558
268,1006,5.5248
268,527,5.3639
268,1061,5.3273
268,396,5.3005
268,646,5.2622
268,286,5.2308
268,972,4.7766
268,514,4.6891
268,381,4.682
268,1293,4.6418
268,1053,4.5774
268,441,4.5291
268,936,4.4139
268,750,4.4037
268,1237,4.3993
268,302,4.3773
818,1211,6.3056
818,820,5.5879
818,858,5.3173
818,975,5.0691
818,1244,4.3006
818,1175,4.0283
818,853,3.2115
818,948,3.0646
818,1041,2.7899
818,1090,2.6895
818,1203,2.5011
818,930,2.4334
524,661,16.5485
524,634,11.406
524,673,7.8867
524,645,5.4739
524,834,5.0493
524,642,4.1999
524,742,4.057
524,722,4.0429
524,817,3.9669
524,741,3.5688
524,972,3.5111
524,588,3.1458
524,982,3.0818
524,590,2.8553
411,439,9.2532
411,624,8.6977
411,543,7.0342
411,679,5.9476
411,420,5.3531
411,836,4.8986
411,754,4.6815
411,470,4.6672
411,1253,4.3406
411,588,4.321
411,1258,3.8353
411,514,3.8321
411,479,3.5384
411,538,3.5164
511,573,11.3022
511,598,8.0729
511,535,6.279
511,956,6.2369
511,560,5.7254
511,643,5.3813
511,746,5.3755
511,725,5.3677
511,835,5.0879
511,577,4.6548
511,1171,4.1772
511,829,4.0162
511,1167,4.0121
511,1176,3.8879
511,1270,3.4915
511,684,3.4419
511,1314,3.3849
511,554,3.3832
511,578,3.3279
713,1209,7.4694
713,808,5.7668
713,997,2.8427
713,775,2.6313
713,1150,2.4176
713,820,2.2208
713,1040,2.0851
713,971,2.0589
713,829,2.0487
713,726,2.0098
713,793,1.8605
713,735,1.8405
713,736,1.8291
713,760,1.8124
713,975,1.7963
614,1090,5.5896
614,744,4.07
614,764,2.7794
614,1146,2.6487
614,717,2.4716
614,1229,2.4026
614,1045,2.389
614,1204,2.3343
614,823,2.2744
614,789,2.2391
614,792,2.207
614,830,2.1557
614,936,2.1424
1,77,130.8
1,97,52.0784
1,83,19.838
1,123,17.4312
1,762,9.9382
1,849,9.9206
1,735,9.7105
1,301,8.006
1,153,7.7423
1,1361,7.5862
1,1084,6.6828
1,826,6.2307
1,539,5.5875
1,1138,5.5127
1,405,5.4592
1,621,5.4152
1,248,4.8131
1,802,4.6374
1,741,4.4219
1,34,4.3924
1,1176,4.3839
1,827,4.2545
1,635,4.0616
1,611,3.6659
1,58,3.596
1,1115,3.5268
1,68,3.5207
1,1346,3.4936
1,450,3.3422
1,509,3.2701
1,976,3.2294
1,695,3.1997
1,561,3.1431
1,216,3.0659
1,118,3.0185
1,464,2.9589
1,73,2.8325
1,328,2.822
1,485,2.7231
1,1102,2.7089
1,815,2.5092
1,398,2.3066
1,592,2.3006
1,828,2.2877
1,880,2.2804
1,1329,2.2106
1,1276,2.0912
1,24,1.9967
1,267,1.9961
1,763,1.9606
901,1173,3.9288
901,1158,3.3245
901,1150,3.1417
901,1137,3.1141
901,951,3.0764
901,1188,2.8323
901,1327,2.7593
901,1030,2.729
77,97,45.3972
77,83,15.2267
77,849,9.4596
77,123,8.8658
77,450,7.1051
77,735,6.9283
77,301,6.5001
77,485,6.199
77,153,6.1202
77,762,6.0902
77,826,5.4023
77,635,5.1205
77,1361,4.3901
77,1115,4.3647
77,328,4.2211
77,741,3.99
77,248,3.8413
77,513,3.7323
77,464,3.3395
77,763,3.3175
77,1041,3.2331
77,1276,3.1167
77,405,3.0964
77,621,2.9108
77,1138,2.8515
77,695,2.6768
77,1084,2.6607
77,815,2.6533
77,539,2.6184
77,408,2.5972
77,802,2.5839
77,234,2.4828
77,146,2.422
77,1102,2.3728
77,1176,2.3233
77,243,2.2428
77,976,2.1152
77,398,2.0352
77,853,2.0337
77,164,2.0332
77,1019,2.0219
975,1244,5.2512
975,1211,3.9975
975,1007,3.9233
975,1040,3.7309
975,1156,2.8711
220,543,17.181
220,386,13.5668
220,720,10.2181
220,1158,9.8382
220,901,9.3111
220,934,8.1042
220,461,7.7997
220,836,7.4823
220,384,6.9806
220,499,6.9245
220,904,6.7213
220,727,6.6572
220,498,6.5506
220,545,5.9827
220,225,5.7267
220,273,5.6554
220,242,5.5724
220,1107,5.5256
220,478,5.4337
220,606,5.1685
220,259,5.1085
220,281,5.1043
220,399,4.9822
220,411,4.9505
220,230,4.6806
220,1089,4.6523
220,762,4.5611
220,609,4.4438
220,333,4.3506
216,247,8.1487
216,1038,5.8588
216,1050,5.8229
216,1174,5.3275
216,925,5.311
216,1348,5.1059
216,468,4.3683
216,949,4.3134
216,244,4.1048
216,338,3.9495
216,1058,3.7884
216,507,3.7561
216,231,3.7298
216,778,3.6191
216,930,3.4878
216,506,3.4356
216,548,3.2819
216,999,2.9807
216,828,2.8748
216,354,2.7647
216,1048,2.6261
216,387,2.6234
204,259,19.2561
204,548,13.0632
204,257,11.6125
204,515,10.2335
204,332,7.6251
204,466,7.3467
204,532,6.7834
204,1016,6.6812
204,642,6.3402
204,923,6.3293
204,572,6.241
204,698,6.1939
204,404,6.1334
204,347,6.0876
204,357,5.2818
204,410,4.9879
204,653,4.8843
204,273,4.8475
204,1177,4.7409
204,770,4.655
204,463,4.6311
204,519,4.4035
204,671,4.2434
204,956,4.0792
204,235,4.055
204,557,4.0176
204,650,3.9956
204,356,3.865
204,1064,3.8489
204,610,3.8483
204,274,3.6417
204,335,3.6288
880,1177,2.8598
880,1273,2.6056
880,1158,2.5426
880,883,2.4837
1219,1314,2.4743
717,1038,6.5453
717,1149,5.2129
717,952,4.495
717,1301,4.2671
717,1144,3.9557
717,949,3.6132
717,1299,3.44
717,778,3.041
717,876,2.8879
717,971,2.6234
717,1374,2.6231
717,1348,2.5104
717,817,2.5036
717,1137,2.3182
458,608,9.1943
458,731,7.1241
458,797,7.0022
458,480,6.9051
458,680,6.686
458,672,6.6376
458,734,6.349
458,1255,6.1191
458,1315,5.5254
458,685,5.3038
458,752,5.2873
458,961,4.8487
458,832,4.701
458,759,4.5058
458,495,4.4873
458,590,4.4702
458,674,4.43
458,1036,3.7455
458,466,3.4511
458,780,3.3163
458,532,3.1895
458,811,3.0983
458,847,2.9766
458,1062,2.9439
693,731,4.9221
693,1012,3.3693
693,774,3.1553
693,1255,3.1286
693,947,3.1164
467,1002,11.0478
467,1060,8.1952
467,855,7.7223
467,660,6.6476
467,753,6.5611
467,928,6.5408
467,630,6.5185
467,591,6.464
467,609,6.4321
467,854,5.8822
467,586,5.3981
467,1016,5.34
467,761,5.0713
467,808,4.2054
467,1173,4.105
467,1150,3.8802
467,727,3.7874
467,838,3.7782
467,716,3.6737
467,654,3.672
371,402,8.8822
371,1090,6.4376
371,853,5.8841
371,607,4.4008
371,857,4.1716
371,405,3.8714
371,554,3.8493
371,515,3.7297
371,746,3.6478
371,430,3.5456
371,824,3.4072
371,449,3.3437
371,509,3.3214
371,624,3.3031
371,775,3.241
371,980,3.1155
371,1081,3.1126
371,690,3.0198
371,610,2.9424
371,511,2.8885
371,388,2.8602
371,496,2.8513
61,95,8.4534
61,257,7.7058
61,171,7.4569
61,427,6.9001
61,492,6.8466
61,342,6.2661
61,1020,5.8203
61,80,5.7844
61,310,5.7063
61,71,5.6887
61,360,5.3515
61,358,5.3095
61,706,5.2826
61,454,5.1562
61,110,4.97
61,471,4.9679
61,1026,4.9423
61,150,4.7496
61,117,4.7226
61,134,4.5936
61,973,4.5856
61,252,4.5755
61,619,4.4392
61,165,4.4231
61,124,4.4035
61,520,4.3455
61,111,4.3391
61,79,4.3087
61,75,4.2899
61,714,4.2515
61,193,4.2292
61,587,4.2238
61,1280,4.1957
61,439,4.1874
435,661,20.1477
435,634,8.6053
435,673,7.3395
435,524,7.1582
435,588,5.4606
435,741,5.3468
435,948,4.9621
435,542,4.2567
435,679,3.4152
435,447,3.1007
435,972,3.1005
435,982,3.0505
435,1150,2.9283
435,463,2.8607
435,1170,2.8213
435,722,2.8139
435,834,2.7488
435,1128,2.6109
435,590,2.4607
435,1356,2.4376
435,911,2.3706
227,323,16.4973
227,341,16.4693
227,669,14.0247
227,401,11.7608
227,385,11.6275
227,297,10.6501
227,255,10.4223
227,737,9.8625
227,239,9.6126
227,469,8.937
227,682,8.6918
227,581,8.5086
227,349,8.3264
227,956,7.0105
227,326,6.9931
227,971,6.9196
227,1098,6.8416
227,756,6.6437
227,953,6.6139
227,554,6.3442
227,450,6.2174
227,1117,6.0004
227,1008,5.6234
227,781,5.5589
227,567,5.4009
227,1226,4.9181
227,746,4.8527
227,350,4.7856
227,1242,4.7034
227,593,4.5912
227,456,4.5338
227,664,4.3849
166,479,9.5256
166,642,8.6305
166,257,7.502
166,172,7.1878
166,310,7.1478
166,173,7.0837
166,277,6.7132
166,221,6.555
166,1036,6.5366
166,1245,6.3342
166,531,6.3245
166,607,6.0623
166,590,6.0043
166,471,5.9381
166,541,5.5745
166,430,5.4275
166,756,5.3913
166,752,5.3888
166,342,5.3814
166,973,5.378
166,566,5.3022
166,499,5.1873
166,198,5.0151
166,487,5.0013
166,200,4.9478
166,913,4.7671
166,312,4.7447
166,306,4.7237
166,377,4.6792
166,1312,4.6643
166,354,4.5406
166,967,4.3551
257,454,11.3361
257,706,10.2724
257,445,8.7958
257,674,8.6955
257,427,7.8751
257,832,7.724
257,310,7.5649
257,399,6.7514
257,500,6.7329
257,343,6.5108
257,377,6.4201
257,1111,5.9291
257,672,5.9258
257,489,5.9172
257,1026,5.796
257,342,5.1238
257,263,4.8889
257,590,4.8284
409,827,5.2371
409,421,5.15
409,1240,4.8627
409,719,4.4124
409,491,4.1463
409,741,4.1447
409,591,4.0317
409,722,3.86
409,433,3.7576
409,896,3.6525
409,615,3.6294
409,659,3.4033
409,441,3.2576
409,527,3.1084
409,580,2.9812
409,982,2.9752
409,528,2.9666
409,673,2.8834
488,676,9.2957
488,650,6.3263
488,515,5.1346
488,608,3.2749
488,1295,3.2679
488,1178,3.2491
488,520,3.2098
488,548,3.2018
488,1103,3.1252
488,947,2.959
488,822,2.8863
488,684,2.758
488,541,2.6558
488,586,2.5971
488,657,2.5423
488,1369,2.5375
1204,1238,2.4644
976,1243,3.4944
976,980,3.3409
976,1271,2.6179
976,1042,2.613
976,1025,2.5487
976,998,2.218
976,1010,2.1504
976,1074,2.1456
1190,1235,1.9802
1190,1319,1.653
796,828,2.6863
796,1133,2.3503
796,1115,2.2555
796,812,2.1518
796,913,1.9652
796,954,1.9441
796,1071,1.8209
1279,1301,3.9837
18,92,52.7363
18,328,14.7466
18,199,12.7049
18,721,7.0021
18,468,6.3239
18,692,5.832
18,493,5.24
18,853,5.0813
18,1184,4.8203
18,891,4.7137
18,45,4.2415
18,523,3.836
18,722,3.7388
18,571,3.6211
18,252,3.5132
18,1199,3.4296
18,983,3.3552
18,508,3.2901
18,312,3.2677
18,264,3.2297
18,295,3.0359
18,27,2.9057
18,407,2.8645
18,826,2.8506
18,480,2.8046
18,773,2.7932
18,709,2.756
18,1077,2.6265
18,1327,2.5998
18,221,2.4914
18,478,2.4302
18,156,2.4147
18,497,2.3494
18,1361,2.3338
18,525,2.3313
18,1041,2.3094
18,306,2.3039
18,175,2.2342
18,902,2.197
18,48,2.1599
18,1367,2.1399
18,1007,2.1323
18,487,2.1306
18,1127,2.0772
18,231,2.0437
18,1279,1.9902
18,431,1.9846
18,355,1.9801
18,863,1.9717
765,1063,4.1801
765,1302,3.8256
765,972,3.6645
765,997,3.1773
765,829,2.9088
765,1110,2.8796
765,819,2.606
765,818,2.5824
437,525,6.4156
437,917,6.3497
437,614,5.5973
437,941,5.3775
437,859,4.934
437,583,4.4204
437,767,4.3612
437,514,4.3496
437,945,4.1553
437,646,4.1276
437,893,3.6445
437,644,3.5979
437,858,3.5526
437,775,3.537
437,567,3.5357
437,997,3.3701
829,956,9.2913
829,833,4.2974
829,1022,4.0162
829,1299,3.8324
829,1251,3.693
829,1230,3.6806
829,1050,3.3436
471,607,7.863
471,755,4.9819
471,684,4.677
471,985,4.3641
471,1369,3.6636
471,492,3.4378
471,674,3.0129
471,1132,3.0021
471,718,2.8803
471,1026,2.8379
471,482,2.8338
471,752,2.7268
471,507,2.715
471,556,2.69
735,828,3.0719
735,837,2.5431
735,753,2.2254
735,802,2.089
293,496,6.4842
293,348,5.7988
293,954,5.6717
293,345,5.6423
293,357,5.2508
293,316,5.1855
293,501,4.9899
293,314,4.3926
293,512,4.3513
293,517,4.3085
293,1216,4.2356
293,495,4.1687
293,534,4.1185
293,1132,4.0092
293,860,3.7375
293,484,3.6417
293,828,3.5925
293,465,3.5124
293,732,3.2901
293,553,3.2557
293,405,3.2069
293,800,3.138
293,415,3.1188
293,621,3.1179
293,591,3.1031
293,724,3.0785
293,766,3.0678
1063,1073,3.3331
430,547,4.9923
430,441,4.7207
430,607,4.3188
430,1020,4.0919
430,1082,3.3723
430,623,3.2101
430,671,3.1274
430,484,3.0995
430,752,3.0498
430,668,2.9626
430,693,2.9234
430,795,2.7836
143,842,15.9929
143,161,12.0048
143,172,11.3902
143,257,11.2375
143,198,10.7142
143,167,9.6286
143,277,8.5269
143,420,7.8048
143,267,7.5407
143,633,7.4672
143,430,7.4176
143,309,7.2429
143,754,7.0472
143,590,6.9887
143,166,6.9882
143,499,6.9313
143,634,6.8505
143,661,6.7724
143,396,6.5182
143,1036,6.2417
143,572,6.2204
143,374,6.1976
143,706,6.1223
143,300,6.0548
143,568,6.043
143,282,5.92
143,795,5.8676
143,588,5.8668
143,736,5.8653
143,221,5.8143
143,673,5.7166
143,671,5.6952
795,1338,3.0084
795,838,2.9274
795,972,2.7286
795,829,2.5336
795,842,2.4082
795,817,2.3862
795,1377,2.371
795,1026,2.2349
795,834,2.148
795,854,2.0802
560,1114,6.4604
560,859,5.0243
560,643,4.9044
560,684,3.4115
560,1033,3.2649
560,725,2.9439
560,736,2.7755
560,1343,2.7657
560,687,2.742
560,1036,2.7207
560,1119,2.6971
560,938,2.6528
560,1369,2.5019
560,883,2.3538
58,1078,14.5223
58,323,11.9365
58,804,10.1133
58,402,10.0135
58,597,9.3476
58,120,7.4008
58,1034,7.3412
58,67,7.3401
58,83,7.0562
58,1203,6.8872
58,611,6.5155
58,708,6.0079
58,255,5.8679
58,259,5.7527
58,482,5.5547
58,572,5.311
58,63,5.269
58,114,5.1834
58,77,5.0278
58,831,4.8556
58,286,4.8169
58,139,4.8157
58,621,4.8115
58,757,4.5934
58,363,4.5884
58,794,4.5617
58,371,4.5482
58,664,4.5106
58,124,4.5099
58,512,4.5002
58,442,4.4468
58,298,4.4012
58,443,4.2594
58,835,4.255
58,197,4.1912
58,72,4.1836
58,753,4.1662
58,221,4.1642
58,141,4.0972
58,456,4.0932
58,699,4.071
58,826,3.9994
58,768,3.9741
716,776,3.7035
716,1058,3.2169
716,726,2.7169
716,1178,2.6407
716,915,2.398
716,1016,2.3477
716,1327,2.2245
716,773,2.131
716,720,2.1256
716,1122,2.1122
716,750,2.0923
716,1055,2.0336
716,779,2.0124
716,1109,1.9723
716,761,1.9616
40,350,26.3605
40,105,20.6858
40,803,18.8385
40,55,18.3303
40,846,17.6709
40,279,17.6363
40,275,15.1652
40,401,13.3975
40,670,13.2838
40,116,12.7273
40,74,12.6444
40,611,11.558
40,98,11.364
40,51,11.1048
40,349,10.7396
40,234,10.0437
40,290,9.9614
40,446,9.9359
40,236,9.901
40,447,9.7664
40,669,9.7573
40,326,9.6928
40,53,9.6422
40,408,8.9168
40,902,8.8127
40,338,8.6241
40,610,8.1724
40,1018,8.0896
40,575,7.8225
40,593,7.5655
40,510,7.5525
40,769,7.5377
40,1308,7.5264
40,104,7.3225
40,436,7.0603
40,199,6.9557
40,252,6.8565
40,1213,6.7224
40,400,6.7018
40,442,6.6346
40,62,6.6119
40,113,6.5438
40,433,6.393
40,826,6.3171
40,267,6.1893
40,239,6.1143
40,47,6.0512
324,664,12.8985
324,412,12.8672
324,341,7.8109
324,385,7.6985
324,978,7.0044
324,562,5.1034
324,506,4.7888
324,406,4.3546
324,460,4.3311
324,360,4.1134
324,677,3.1152
324,611,3.0904
324,554,3.0239
324,529,2.8743
324,999,2.7841
324,415,2.7457
324,821,2.6408
324,652,2.624
324,1048,2.3323
324,1008,2.284
324,499,2.1803
324,653,2.1187
324,790,2.1013
324,491,2.0682
324,1042,2.0598
990,1020,5.0112
990,1026,3.9349
990,1238,2.5494
990,1095,2.2874
990,1295,2.0927
990,1209,2.0043
1152,1171,3.1356
1152,1161,1.5294
913,1063,2.6041
913,1236,2.4707
913,1226,2.3052
913,1036,2.2021
913,1028,2.1301
913,997,1.8668
1025,1321,2.3478
1025,1195,2.3396
776,972,3.3014
776,795,3.1374
776,1060,3.0623
776,1336,2.5303
776,1338,2.465
59,284,15.4519
59,93,13.2046
59,153,9.5606
59,381,8.5044
59,617,7.3571
59,1061,7.3512
59,303,7.186
59,156,7.1689
59,159,7.1611
59,305,7.0964
59,532,6.5027
59,218,6.4638
59,195,6.2563
59,81,5.2042
59,414,4.9814
59,340,4.943
59,171,4.9156
59,888,4.6803
59,216,4.5842
59,527,4.5745
59,1119,4.5138
59,1131,4.5074
59,357,4.4511
59,478,4.4045
59,1193,4.4007
59,250,4.3214
59,299,4.2784
59,363,4.2053
59,995,4.1553
59,234,4.0527
59,557,3.9965
59,776,3.9807
59,136,3.9443
59,359,3.9434
59,312,3.8297
59,548,3.769
59,274,3.6809
59,391,3.6421
59,69,3.4667
59,166,3.4147
59,130,3.4103
59,142,3.2922
59,387,3.271
59,1246,3.2673
59,1308,3.2622
1233,1258,2.3599
1233,1343,2.1147
115,144,27.2196
115,276,13.5326
115,482,10.571
115,210,10.0859
115,336,9.5896
115,163,9.0441
115,117,8.5984
115,623,8.4529
115,118,7.9979
115,492,7.8096
115,938,6.6332
115,171,6.4269
115,310,6.1365
115,257,5.9712
115,263,5.9699
115,1369,5.7581
115,221,5.5549
115,342,5.5457
115,141,5.5362
115,380,5.4795
115,246,5.3125
115,600,5.2035
115,748,5.134
115,363,5.0379
115,725,4.9985
115,1363,4.9889
115,479,4.9034
115,369,4.8296
115,484,4.7429
115,512,4.6944
115,395,4.5837
115,684,4.5486
115,265,4.4626
115,499,4.4589
115,251,4.4404
115,631,4.4083
500,956,6.8825
500,528,6.2496
500,519,4.865
500,1223,3.9896
500,598,3.9041
500,655,3.8296
500,722,3.6558
500,586,3.599
500,754,3.5251
500,952,3.517
500,783,3.2234
500,607,3.1235
500,731,3.1059
500,1186,3.0568
500,654,2.7829
500,828,2.7788
372,397,6.0545
372,700,5.3436
372,840,4.5026
372,752,3.9421
372,607,3.6915
372,882,3.596
372,896,3.5927
372,445,3.5802
372,631,3.5086
372,1042,3.3387
372,1055,3.2491
372,394,3.1647
372,566,3.0363
372,767,2.9948
372,1136,2.9219
372,429,2.918
50,1334,7.5464
50,291,7.1351
50,652,6.7662
50,148,6.4613
50,101,5.6487
50,65,5.3205
50,533,5.2825
50,820,5.2328
50,975,5.0951
50,360,4.8382
50,84,4.537
50,210,4.5207
50,225,4.5129
50,940,4.4392
50,153,4.4256
50,305,4.3739
50,536,4.0275
50,316,3.9939
50,62,3.8968
50,390,3.8007
50,66,3.7828
50,151,3.572
50,1213,3.4978
50,252,3.4949
50,64,3.4705
50,202,3.4704
50,589,3.4595
50,911,3.4266
50,140,3.3759
50,793,3.3292
50,1047,3.3244
50,705,3.3165
50,858,3.2613
50,698,3.234
50,514,3.2312
50,538,3.219
50,593,3.2188
50,259,3.1692
50,664,3.161
50,161,3.143
50,237,3.0953
50,58,3.0567
417,820,17.5954
417,494,16.293
417,729,9.4449
417,736,7.9605
417,521,7.3728
417,675,4.991
417,813,4.4742
417,793,4.3634
417,997,4.2732
417,645,3.7806
417,483,3.6988
417,1335,3.4969
417,470,3.349
417,859,3.1417
417,1381,3.1237
417,1354,2.5238
417,858,2.4498
417,975,2.2039
417,689,2.0932
417,913,2.0672
417,795,2.0008
417,1247,1.9986
417,726,1.9432
8,267,15.2834
8,143,15.1925
8,349,14.7736
8,290,14.4694
8,46,12.7987
8,372,12.77
8,38,12.4863
8,567,12.284
8,206,12.1732
8,611,11.8638
8,65,11.8307
8,40,11.5232
8,255,11.4993
8,168,11.4732
8,240,11.3885
8,252,10.4246
8,382,10.3544
8,49,9.8826
8,16,9.7753
8,35,9.6881
8,323,9.3874
8,402,9.3759
8,826,9.2751
8,388,9.1558
8,296,8.6543
8,44,8.603
8,266,8.5737
8,321,8.3473
8,90,8.2245
8,103,8.2143
8,436,8.1288
8,700,8.0937
8,282,7.8493
8,27,7.8248
8,607,7.7679
8,443,7.7204
8,1259,7.6763
8,104,7.6078
8,177,7.4816
8,10,7.4389
8,193,7.41
8,55,7.3905
8,15,7.2189
8,654,7.178
8,138,7.1544
8,221,7.1276
8,106,7.0974
8,48,7.075
8,20,6.9946
748,1295,6.5399
748,1028,3.5301
748,802,3.1895
748,810,3.0594
748,938,2.8454
1239,1243,1.4093
1036,1119,5.0817
1036,1184,2.5823
1036,1360,2.4912
33,117,28.2155
33,342,14.2456
33,198,13.7192
33,499,13.3291
33,125,13.2281
33,172,12.9612
33,812,12.8893
33,676,12.4529
33,115,11.971
33,210,11.8814
33,243,9.9079
33,143,9.6947
33,49,9.3099
33,163,9.2956
33,127,8.8466
33,200,8.8316
33,1223,8.719
33,706,8.6373
33,70,8.565
33,95,8.5015
33,171,8.2253
33,605,7.9974
33,85,7.8258
33,359,7.7906
33,48,7.7906
33,257,7.5711
33,344,7.3888
33,800,7.3468
33,118,7.2784
33,715,7.2608
33,441,7.1818
33,120,7.1007
33,196,6.7963
33,767,6.7084
33,170,6.7082
33,520,6.6855
33,626,6.5639
33,167,6.5531
33,586,6.4481
33,776,6.267
33,237,6.2143
